subject,theme,level,question,choice_a,choice_b,choice_c,choice_d,correct,explanation,hint
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,2,Comment appelle-t-on les voyageurs qui parcourent de longues distances pour visiter des lieux saints ?,Les croisés,Les marchands,Les pèlerins,Les moines errants,2,Les pèlerins sont des croyants (chrétiens musulmans ou juifs) qui entreprennent un voyage vers un lieu saint. Saint-Jacques-de-Compostelle et Jérusalem sont les grands pèlerinages chrétiens.,Les pèlerinages favorisent les échanges culturels et commerciaux.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,2,Quel savant arabe du XIe siècle est aussi appelé Averroès et commente les œuvres d'Aristote ?,Avicenne,Al-Khwarizmi,Ibn Rushd (Averroès),Al-Biruni,2,Ibn Rushd dit Averroès (1126-1198) est un philosophe arabe andalou qui commente Aristote. Ses travaux influencent la philosophie européenne médiévale.,Il est surnommé Le Commentateur par les philosophes européens.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,2,Quelle est la direction de la qibla pour les musulmans de France ?,Le nord,L'est,Le sud-est,L'ouest,2,Les musulmans de France se tournent vers le sud-est pour faire face à La Mecque lors de la prière.,La direction exacte varie selon la position géographique du croyant.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,2,Quel type de document les moines du Moyen Âge copient-ils à la main dans les monastères ?,Les journaux,Les manuscrits enluminés,Les cartes marines,Les codes de lois uniquement,1,Les moines copistes reproduisent à la main des manuscrits textes religieux et œuvres antiques souvent ornés de belles illustrations appelées enluminures.,C'est grâce à ce travail que de nombreux textes antiques ont été conservés.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,2,Quel est le nom de la règle qui organise la vie des moines bénédictins ?,La règle du Coran,La règle de Saint Benoît,La règle de Saint Dominique,La règle de Saint François,1,La règle de Saint Benoît (rédigée au VIe siècle) organise la vie des moines : prière travail et étude selon un emploi du temps précis.,Elle devient la règle de la grande majorité des monastères occidentaux.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,2,En quelle année commence l'hégire le calendrier musulman ?,570,610,622,632,2,Le calendrier islamique (hégire) commence en 622 l'année de la hijra (l'émigration de Muhammad de La Mecque à Médine).,An 1 de l'hégire correspond à 622 de l'ère chrétienne.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,2,Quel est le terme arabe pour désigner la guerre sainte dans certains contextes islamiques ?,Le hajj,La hijra,Le djihad,La salat,2,Le djihad (jihad) signifie effort en arabe. Il désigne d'abord l'effort spirituel de chaque musulman. Dans certains contextes il désigne aussi la guerre pour défendre l'islam.,Son sens premier n'est pas militaire mais spirituel.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,2,Quel est le nom de la pierre noire enchâssée dans la Kaaba à La Mecque ?,La Pierre noire (al-Hajar al-Aswad),Le Rocher de Muhammad,La Pierre sacrée du prophète,L'émeraude de Jérusalem,0,La Pierre noire (al-Hajar al-Aswad) est enchâssée dans un angle de la Kaaba. Les pèlerins cherchent à l'embrasser ou la toucher lors du hajj.,La Kaaba est le cube autour duquel les pèlerins tournent sept fois.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,2,Quel est le terme désignant le monde de l'islam en arabe ?,La chrétienté,La Dar al-Islam (maison de l'islam),L'umma seule,Le califat,1,La Dar al-Islam (Maison de l'islam) désigne l'ensemble des territoires gouvernés par des musulmans où la loi islamique s'applique.,Elle s'oppose dans la pensée médiévale à la Dar al-Harb (Maison de la guerre).
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,2,Quel grand savant arabe écrit au IXe siècle un traité fondant l'algèbre ?,Avicenne,Al-Khwarizmi,Averroès,Al-Idrisi,1,Al-Khwarizmi écrit au IXe siècle le Kitab al-muhtasar fi hisab al-jabr (Le livre abrégé du calcul par la restauration) qui fonde l'algèbre.,Le mot algèbre vient de al-jabr dans le titre de son livre.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,2,Quel peuple turc s'empare de Jérusalem en 1071 et provoque l'appel aux croisades ?,Les Mongols,Les Abbassides,Les Turcs Seldjoukides,Les Fatimides,2,Les Turcs Seldjoukides prennent Jérusalem en 1071 et rendent plus difficile l'accès des pèlerins chrétiens aux lieux saints. Cela contribue à l'appel à la croisade.,L'Empire byzantin demande aussi de l'aide à Rome après leur défaite face aux Seldjoukides à Manzikert (1071).
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,2,Quel est le nom de la fête marquant la fin du ramadan ?,L'Aïd el-Kébir,L'Aïd el-Fitr,Le Mawlid,L'Achoura,1,L'Aïd el-Fitr (fête de la rupture du jeûne) marque la fin du mois de ramadan. C'est une grande fête familiale avec prières et repas.,Elle est aussi appelée la petite fête par opposition à l'Aïd el-Kébir.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,2,Quel célèbre calife abbasside règne à Bagdad au début du IXe siècle et favorise les arts et les sciences ?,Abou Bakr,Omar,Harun al-Rashid,Al-Mansur,2,Harun al-Rashid (786-809) est le calife abbasside sous lequel Bagdad connaît son apogée. Il est le héros des Mille et Une Nuits.,Son règne est souvent présenté comme l'âge d'or de la civilisation islamique.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,2,Comment appelle-t-on l'impôt que les non-musulmans (dhimmis) paient dans les États islamiques ?,La zakat,La jizya,Le kharaj,La capitation,1,La jizya est l'impôt que paient les dhimmis (chrétiens et juifs) dans les États islamiques en échange de la protection de leur vie et de leur religion.,En contrepartie ils sont dispensés du service militaire.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,2,Quel est le nom de la première mosquée construite en islam par Muhammad à Médine ?,La mosquée Al-Aqsa,La mosquée Al-Haram,La mosquée du Prophète (Masjid an-Nabi),Le Dôme du Rocher,2,La mosquée du Prophète (Masjid an-Nabi) est la première mosquée construite par Muhammad à Médine. C'est la deuxième plus sainte mosquée de l'islam.,Sa tombe se trouve à l'intérieur.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,2,Quelle est la signification du mot islam en arabe ?,Foi en Dieu,Paix par la soumission,Guerre sainte,Communauté des croyants,1,Islam signifie soumission (à la volonté d'Allah). Il vient de la même racine que salam (paix). Le mot musulman (muslim) signifie celui qui se soumet.,Cette soumission librement consentie est au cœur de la foi islamique.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,2,Combien de fois par jour un bon musulman doit-il se laver rituellement (faire ses ablutions) ?,Une fois,Avant chaque prière (5 fois),Une fois par semaine,Seulement avant le vendredi,1,Les ablutions rituelles (wudu) sont nécessaires avant chaque prière. Le musulman se lave mains bras visage et pieds selon un rituel précis.,La pureté corporelle et spirituelle est indissociable dans l'islam.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,2,Quel est le nom de l'ange qui transmet les révélations divines à Muhammad ?,Israfil,Mikail,Jibril (Gabriel),Azraël,2,Selon l'islam c'est l'ange Jibril (Gabriel) qui transmet à Muhammad les révélations d'Allah qui formeront le Coran.,Gabriel est aussi un ange important dans le christianisme et le judaïsme.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,2,Quel est le titre donné au chef qui appelle à la prière depuis le minaret ?,L'imam,Le muezzin,Le calife,L'uléma,1,Le muezzin est la personne chargée d'appeler les fidèles à la prière (l'adhan) depuis le minaret cinq fois par jour.,Aujourd'hui cet appel est souvent diffusé par haut-parleur.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,2,Quelles villes forment le trio des villes saintes de l'islam ?,Rome Jérusalem et Constantinople,La Mecque Médine et Jérusalem,Bagdad Damas et Le Caire,La Mecque Bagdad et Médine,1,Les trois villes saintes de l'islam sont La Mecque (naissance du prophète) Médine (première cité islamique) et Jérusalem (troisième lieu saint).,Chacune a une signification particulière dans l'histoire de l'islam.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,2,Quel est le principal empire chrétien d'Orient au Moyen Âge ?,L'Empire carolingien,L'Empire romain d'Occident,L'Empire byzantin,L'Empire ottoman,2,L'Empire byzantin est le grand empire chrétien d'Orient. Il survive à la chute de Rome et maintient la civilisation greco-romaine jusqu'en 1453.,Constantinople sa capitale tombe aux mains des Ottomans en 1453.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,2,Quel est le nom du grand palais et de la ville-jardin construits par les califes omeyyades à Grenade ?,La Alhambra,L'Alcazar,La Mezquita,La Giralda,0,L'Alhambra est le célèbre palais et forteresse construit à Grenade par les califes nasrides (XIIIe-XIVe siècles). C'est un chef-d'œuvre de l'architecture islamique.,Ses jardins ses fontaines et ses mosaïques sont parmi les plus beaux exemples de l'art islamique.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,2,Quel est le prénom du fondateur de l'islam ?,Ibrahim,Issa,Muhammad,Musa,2,Muhammad (Mahomet) est le prophète fondateur de l'islam. Il est né vers 570 à La Mecque et reçoit sa première révélation en 610.,Il est considéré par les musulmans comme le dernier et le plus grand des prophètes.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,2,Quel monument de Jérusalem est le plus sacré pour les juifs et se trouve sous le Dôme du Rocher ?,L'Église du Saint-Sépulcre,La mosquée Al-Aqsa,Le Mur des Lamentations (Mur occidental du Temple),La Tour de David,2,Le Mur des Lamentations (Mur occidental ou Kotel) est le vestige du mur du Temple de Jérusalem. C'est le lieu le plus saint du judaïsme.,Jérusalem est ainsi sainte pour les trois religions monothéistes.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,3,Pourquoi la hijra de 622 est-elle un événement fondateur de l'islam ?,Car c'est la date de naissance de Muhammad,Car elle marque la création de la première communauté politique et religieuse musulmane à Médine,Car c'est là que le Coran est révélé en entier,Car Muhammad y rencontre l'ange Gabriel pour la première fois,1,La hijra marque la fondation de la première umma (communauté) islmaique à Médine. Elle inaugure aussi le calendrier islamique : l'hégire. C'est le point de départ de l'État islamique.,C'est un moment fondateur car il unit foi et organisation politique.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,3,En quoi la conquête arabe-musulmane du VIIe siècle est-elle remarquablement rapide ?,Car les Arabes utilisent des armes secrètes,Car les empires byzantin et perse sont affaiblis par leurs guerres mutuelles et les Arabes sont motivés par la foi,Car les populations conquises se convertissent immédiatement,Car les Arabes bénéficient d'une aide divine visible,1,Les empires byzantin et sassanide (perse) sont épuisés par des décennies de conflits mutuels. Les troupes arabes motivées par une foi nouvelle profitent de ce vide de pouvoir pour s'étendre rapidement.,La rapidité de l'expansion s'explique aussi par la tolérance accordée aux populations locales.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,3,Comment les califes abbassides de Bagdad utilisent-ils le savoir des peuples conquis ?,Ils détruisent les bibliothèques locales,Ils traduisent les œuvres grecques persanes et indiennes et les enrichissent,Ils interdisent les langues étrangères,Ils expulsent les savants non-musulmans,1,Les califes abbassides créent la Maison de la Sagesse à Bagdad où des savants de toutes origines traduisent des textes grecs persans et indiens et y ajoutent leurs propres découvertes.,Cette politique de traduction permet de préserver et d'enrichir le savoir antique.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,3,Pourquoi Jérusalem est-elle une ville disputée entre chrétiens et musulmans au Moyen Âge ?,Car c'est la capitale économique du monde,Car elle est sainte pour les deux religions et contrôle les routes commerciales,Car c'est la plus grande ville du Moyen-Orient,Car Muhammad y est né,1,Jérusalem est sacrée pour les chrétiens (mort et résurrection de Jésus) pour les musulmans (voyage nocturne de Muhammad l'Esra et le Miraj) et pour les juifs (Temple de Salomon). Sa possession est un enjeu religieux majeur.,La ville est aussi un carrefour commercial et stratégique.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,3,Quel lien existe-t-il entre les cinq piliers de l'islam et la cohésion de la communauté musulmane ?,Les cinq piliers sont des obligations individuelles sans lien communautaire,Les cinq piliers renforcent l'unité des musulmans par des pratiques communes partagées par tous,Les cinq piliers varient selon les pays donc ils divisent les musulmans,Les cinq piliers ne concernent que les imams,1,Les cinq piliers (profession de foi prière aumône jeûne pèlerinage) sont des pratiques communes à tous les musulmans dans le monde. Ils créent un sentiment d'appartenance à la même communauté (umma).,La prière collective du vendredi illustre bien cette dimension communautaire.
